division,grupo,articulo,monto,porcentaje
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",OTROS SERVICIOS,1447295818.031,0.000313
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD",Alquileres,ALQUILER VIVIENDA PERMANENTE,103966578800.078,0.022505
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD",Alquileres,ALQUILER VIVIENDA OCUPADA PARCIALMENTE,115569270.6,2.5e-05
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD",Alquileres,ALQUILER COCHERA MENSUAL.,6892645099.768,0.001492
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD",Alquileres,VIVIENDA COMO FORMA DE PAGO,13729851349.05,0.002972
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD",Alquileres,OTRO TIPO DE VALOR LOCATIVO,864963704.528,0.000187
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",GASTOS COMUNES DE VIVIENDA PERMANENTE,78947329805.6786,0.01709
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",GASTOS COMUNES VIVIENDA OCUPADA PARCIALMENTE,509684241.4278,0.00011
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",GASTOS COMUNES POR COCHERA,887613544.2838,0.000192
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",PINTURA (MATERIALES).,13436639637.602,0.002909
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",EMPAPELADO (MATERIALES),1774832538.61937,0.000384
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",MANO DE OBRA: PINTURA Y EMPAPELADO,10958771673.8232,0.002372
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",MATERIAL PARA CONSTRUCCION: ALBAÑILERIA,23243253295.0462,0.005031
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",PUERTA- VENTANAS- MARCOS Y PERSIANAS,4282726352.12832,0.000927
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",MANO DE OBRA: ALBANILERIA.,10768537084.841,0.002331
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",MATERIAL PARA INSTALACION DE GAS,1711149792.07789,0.00037
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",MANO DE OBRA: P/INSTALACION DE GAS,1303650279.91697,0.000282
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",MATERIAL PARA INSTALACION SANITARIA,2502356306.87393,0.000542
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",ARTEFACTOS SANITARIOS.,1866687635.87328,0.000404
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",MANO DE OBRA: P/INSTALACION SANDITARIA,2765868318.78251,0.000599
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",MATERIAL PARA INSTALACION ELECTRICA,1803393249.43591,0.00039
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",MANO DE OBRA: INSTALACION ELECTRICA,832933210.4037,0.00018
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",DESAGOTE DE POZO,462465573.47822,0.0001
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD","Gastos comunes, reparaciones y mantenim.",OTROS GASTOS EN REP.Y MANTENIMIENTO DE LAS VIVIEND,3596506631.00958,0.000779
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD",Combustible y electricidad,ELECTRICIDAD EN VIVIENDA QUE OCUPA PERMANENTE,69055041648.2584,0.014948
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD",Combustible y electricidad,ELECTRICIDAD EN VIV.OCUPADA PARCIALMENTE,114529154.44414,2.5e-05
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD",Combustible y electricidad,ELECTRICIDAD EN COCHERA,4060775.22798,1.0e-06
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD",Combustible y electricidad,GAS NATURAL POR RED EN VIVIENDA PERMANENTE,36204093673.4432,0.007837
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD",Combustible y electricidad,GAS NAT.P/RED EN VIV.OCUPADA PARCIALMENTE,122862590.52155,2.7e-05
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD",Combustible y electricidad,GAS ENVASADO EN VIV.PERMANENTE,3949489476.76958,0.000855
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD",Combustible y electricidad,GAS EN GARRAFA EN VIVIENDA PERMANENTE.,15125040752.2713,0.003274
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD",Combustible y electricidad,KEROSENE EN VIVIENDA PERMANENTE.,2110055955.78188,0.000457
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD",Combustible y electricidad,LEÑA Y CARBON EN VIVIENDA PERMANENTE,757010829.9331,0.000164
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD",Combustible y electricidad,OTROS COMBUSTIBLES EN VIVIENDA PERMANENTE,29708174.4065,6.0e-06
"VIVIENDA, COMBUSTIBLE Y ELECTRICIDAD",Combustible y electricidad,OBRAS SANITARIAS.,35253820998.3904,0.007631
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,AMOBLAMIENTO PARA COCINA.,4829941336.5681,0.001046
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,JUEGO DE COMEDOR,4667443374.1144,0.00101
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,JUEGO DE LIVING,3181312272.03932,0.000689
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,MESA,2745029843.97416,0.000594
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,MODULAR-BAR-APARADOR-VITRINA-ARMARIO-BIBLIOTECA,4184854491.97853,0.000906
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,SILLA,2958806737.43232,0.00064
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,SOFA-SILLON,2220969456.5764,0.000481
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,ESCRITORIO,332230977.19052,7.2e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,OTROS (BANQUETA- BANCO),750666761.37474,0.000162
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,CAMA.,2813620894.12431,0.000609
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,COMODA-MESA DE LUZ,854827555.99723,0.000185
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,JUEGO DE DORMITORIO.,6668725138.75206,0.001444
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,PLACARD- ROPERO,4719642187.77737,0.001022
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,OTROS MUEBLES DE DORMITORIO,430173300.77612,9.3e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,CAMBIADOR,46062640.24895,1.0e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,COCHECUNA-CHANGO-MULTIUSO-BABY-SILLA,410930480.6063,8.9e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,CORRALITO-ANDADOR-CATRE DE BAÑO,158717939.41218,3.4e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,CUNA-MOISES,1748654125.56683,0.000379
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,OTROS MUEBLES Y EQUIPOS P/BEBE,99163130.47911,2.1e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,VARIOS PARA JARDIN,528490282.68553,0.000114
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,OTROS MUEBLES(REPISA-MESITA-REVISTERO),316385531.96059,6.8e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,REPARACION Y LIMPIEZA DE MUEBLES,1177442768.56076,0.000255
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,CAFETERA ELECTRICA.,132314521.09676,2.9e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,COCINA.,3320679285.57922,0.000719
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,EXTRACTOR-PURIFICADOR DE AIRE,548349222.60582,0.000119
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,FREEZER,1118888584.1856,0.000242
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,HELADERA.,8546091277.31679,0.00185
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,LAVAPLATOS- SECAPLATOS,2864078.96382,1.0e-06
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,LICUADORA- BATIDORA,249485293.08626,5.4e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,MAQUINA PARA PICAR CARNE Y VERDURA,248192818.04014,5.4e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,MOLINILLO PARA CAFE-EXPRIMIDOR,103053217.13195,2.2e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,TOSTADORA-PARRILLA ELECTRICA,214200057.39024,4.6e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,OTROS ARTEFACTOS DE COCINA,843752058.0684,0.000183
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,ASPIRADORA.,787095586.05977,0.00017
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,ENCERADORA,266847474.48659,5.8e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,LAVARROPAS.,3489175288.30305,0.000755
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,LAVA-SECARROPAS,1041628334.3578,0.000225
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,PLANCHA.,356157616.43111,7.7e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,SECARROPAS,1052291241.91204,0.000228
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,OTROS ARTEFACTOS PARA LAVADO Y LIMPIEZA,16800007.38382,4.0e-06
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,ACONDICIONADOR DE AIRE,124500175.72089,2.7e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,CALEFACTOR,744257454.91815,0.000161
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,CALEFON- TERMOTANQUE,1624486184.79479,0.000352
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,ESTUFA,1466166721.0206,0.000317
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,MAQUINA DE COSER Y TEJER,125238649.16108,2.7e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,VENTILADOR-TURBO-CIRULADOR,1382400408.21693,0.000299
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,MAQUINA DE JARDINERIA,350670155.27184,7.6e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,TALADRO ELECTRICO Y ACCESORIOS,71179552.56609,1.5e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,PISTOLA PARA PINTAR,24886601.18661,5.0e-06
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,OTROS ARTEFACTOS Y MAQUINAS PUSO DOMESTICO,606554933.96795,0.000131
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,REPARACIONES VARIAS DE ELECTRODOMESTICOS.,4756117229.01868,0.00103
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Mobiliario y artefactos del hogar,REPUESTO ARTEFACTO Y MAQUINAS PARA USO DOMESTICO,436974806.51319,9.5e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,ACCESORIOS PARA DECORACION (CUADRO-PLATO-ETC.),1071844179.10336,0.000232
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,ALMOHADA-ALMOHADON,1103746637.46579,0.000239
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,ARTEFACTO PARA ILUMINACION.,2743733927.18336,0.000594
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,COLCHON.,5199662793.09247,0.001126
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,OTROS ACCESORIOS PARA EL HOGAR,320543717.90116,6.9e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,ALFOMBRA.,796407342.44707,0.000172
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,FELPUDO-ALFOMBRITA,51350949.90182,1.1e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,CORTINAS CONFECCIONADAS EN TELA,3762401817.21548,0.000814
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,CORTINA CONFECCIONADA EN PLASTICO,285426347.93759,6.2e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,TELA PARA CORTINA.,739805274.70735,0.00016
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,OTRAS CORTINAS,182451337.96803,3.9e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,ACCESORIOS PARA EL HOGAR,29010172.46235,6.0e-06
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,ALFOMBRAS,1218202435.59075,0.000264
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,CORTINAS,94835009.96172,2.1e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,OTRAS CONFECCION- REPARACION Y LIMPIEZA,86653637.37973,1.9e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,JUEGO DE MANTEL DE TELA,560523065.467,0.000121
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,MANTEL DE PLASTICO,520420277.5472,0.000113
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,MATEL DE TELA,616701046.2819,0.000133
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,REPASADOR.,1021425951.2042,0.000221
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,SERVILLETA,264116391.282,5.7e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,OTROS MANTELERIA,156687763.1832,3.4e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,COLCHA- ACOLCHADO,5831795724.106,0.001262
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,FRAZADA- MANTA,3922414099.15,0.000849
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,FUNDA,58529891.87,1.3e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,JUEGO DE SABANAS.,9428803316.5422,0.002041
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,SABANA,4424277498.6726,0.000958
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,OTRA ROPA DE CAMA,407782495.7845,8.8e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,JUEGO DE TOALLAS,1638977617.437,0.000355
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,TOALLA.,1086087661.298,0.000235
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,TOALLON,859411406.045,0.000186
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Textiles para el hogar,OTROS ACCESORIOS (AGARRADERAS- MANOPLAS),71502753.0825,1.5e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,ALMIDON- APRESTO,1724426004.40562,0.000373
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,BOLSA PARA RESIDUOS.,5763373582.21819,0.001248
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,CEPILLOS VARIOS,481479278.7421,0.000104
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,CERA- BRILLO PARA PISO,5947307350.8327,0.001287
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,DESENGRASANTE-DESODRANTE-DESINFECTANTE,4866621220.92582,0.001053
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,DETERGENTE,8305310957.97137,0.001798
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,ESCOBA-ESCOBILLON-PLUMERO-LAMPAZO-SECADOR,3530603823.79226,0.000764
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,ESPONJA-LANA DE ACERO,2206765141.12139,0.000478
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,FOSFOROS.,1946303491.68361,0.000421
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,INSECTICIDA VARIOS,5130251137.18792,0.001111
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,JABON EN PAN.,6200479172.02343,0.001342
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,JABON EN POLVO,13669595229.7166,0.002959
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,LAVANDINA.,5813535729.47206,0.001258
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,LIMPIAMUEBLES-LUSTRAMUEBLES,1708770821.91685,0.00037
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,PAPEL HIGIENICO.,9309925761.96729,0.002015
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,POLVO LIMPIADOR.,1864909837.51614,0.000404
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,POMADA-RENOVADOR DE CALZADO,652959828.83756,0.000141
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,TRAPO DE PISO-REJILLA-PATINES,2365174166.07527,0.000512
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Articulos de limpieza,OTROS ARTICULOS PARA LIMPIEZA DEL HOGAR,1507423765.35349,0.000326
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,ASADERA Y FUENTE PARA HORNO- BUDINERA TARTERA,690151579.5968,0.000149
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,BATERIA DE COCINA,870963826.5,0.000189
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,CACEROLA- OLLA- CAZUELA- COLADOR- JARRO- HERVIDOR,1701650530.1652,0.000368
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,CAFETERA- PAVA,737178068.6955,0.00016
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,CUCHILLO PARA COCINA.,472550006.1805,0.000102
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,ESPUMADERA-CUCHARON-COLADOR DE TE- BATIDOR- EXPRIM,248851725.5891,5.4e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,MATE-BOMBILLA,469126710.932,0.000102
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,SARTEN- PAQUEQUERA- PLANCHA- PARILLA,397293234.287,8.6e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,TABLA-PALOTE,32393330.805,7.0e-06
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,TARRO PARA COCINA,269495628.324,5.8e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,TERMO,232650398.9768,5.0e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,VARIOS (ABRELATA-POSAFUENTE-DESTAPADOR- ETC.),740775840.8913,0.00016
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,AZUCARERA-MANTEQUERA-DULCERA- SALERO-YERBERA-QUESE,283323143.4183,6.1e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,BANDEJA- FUENTE- BOLS,803948396.7762,0.000174
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,CUBIERTOS SUELTOS,512090742.185,0.000111
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,JUEGO DE CUBIERTOS.,1151672839.459,0.000249
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,JUEGO DE COPAS Y VASOS,1660455134.76168,0.000359
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,JUEGO DE LOZA,2322900611.5978,0.000503
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,JARRA-TETERA,106609344.9406,2.3e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,PLATO-TAZA-VASO (PIEZA SUELTA),2664358976.53355,0.000577
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,VAJILLA Y UTENSILLOS P/BEBE,119142256.7788,2.6e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,OTRAS VAJILLAS Y UTENSILIOS PARA MESA,617238686.9822,0.000134
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,DE PAPEL O CARTON (SERVILLETAS-BANDEJA-PLATO-VASO-,1013539511.04475,0.000219
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,OTROS (MONDADIENTES-PAPEL DE ALUMINIO),321195406.2482,7.0e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,MARTILLO-TENAZA-PINZA-DESTORNILLADOR,844374498.505,0.000183
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,CLAVOS- TORNILLOS-ALAMBRES-ETC.,672170114.24785,0.000146
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,TOMA CORRIENTE-CABLE-INTERRUPTOR-ETC. (PARA PEQUEÑ,1535134493.9162,0.000332
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,HERRAMIENTA Y ACCESORIOS PARA JARDINERIA,566955170.118,0.000123
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,PINCEL-BROCHA- RODILLO- ETC.,498075107.9722,0.000108
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,OTROS HERRAMIENTAS Y OTROS ART.DE FERRETERIA,2510138113.6102,0.000543
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,ADHESIVOS VARIOS,784556963.2021,0.00017
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,BALDE-PALANGANA,921660502.6249,0.0002
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,LAMPARA INCANDESCENTE-TUBO FLUORESCENTE,5048869188.78778,0.001093
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,PILAS- BATERIA,3605494729.7269,0.00078
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,SEMILLAS- PLANTAS-FLORES- FERTILIZANTE-ETC.,4775986275.73443,0.001034
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,VELAS,411786339.62945,8.9e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Otros bienes,OTROS ARTICULOS,716821743.28803,0.000155
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Servicios del hogar,LAVADERO,5037261206.16506,0.00109
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Servicios del hogar,PULIDO DE PISOS-PLASTIFICADO,206110630.08,4.5e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Servicios del hogar,TINTORERIA,21090207158.8846,0.004565
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Servicios del hogar,OTROS (FUMIGACION-DESRATIZACION),112378015.27,2.4e-05
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Servicios del hogar,BABY SITTER,3566985289.54,0.000772
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Servicios del hogar,JARDINERO,1568726444.97782,0.00034
